nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000244,Sigourney Weaver,1949,\N,"actress,producer,soundtrack","tt0078748,tt0499549,tt0118583,tt0095243"
nm0000245,Robin Williams,1951,2014,"actor,soundtrack,writer","tt0093105,tt0265459,tt0115685,tt0107614"
nm0000246,Bruce Willis,1955,\N,"actor,producer,soundtrack","tt0167404,tt0088571,tt0095016,tt0110912"
nm0000247,John Woo,1946,\N,"director,producer,writer","tt0119094,tt0104684,tt0092263,tt0425637"
nm0000248,Edward D. Wood Jr.,1924,1978,"writer,director,actor","tt0047127,tt0045826,tt0052077,tt0067479"
nm0000249,James Woods,1947,\N,"actor,producer,director","tt0119282,tt0086541,tt0159097,tt0120877"
nm0000250,Renée Zellweger,1969,\N,"actress,producer,soundtrack","tt0116695,tt0159365,tt0243155,tt0299658"
nm0000251,Timothy Dowling,1973,\N,"actor,writer,script_department","tt0430922,tt0181852,tt2120120,tt1596350"
nm0000252,Robert Ellis,1892,1974,"actor,director,writer","tt0030778,tt0010781,tt0030738,tt0006213"
nm0000253,Robert Ellis,1888,1935,"art_director,miscellaneous","tt0026454,tt0014515,tt0010965,tt0014083"
nm0000254,Isabelle Adjani,1955,\N,"actress,soundtrack,producer","tt0094828,tt0073114,tt0079641,tt0082933"
nm0000255,Ben Affleck,1972,\N,"producer,actor,writer","tt2267998,tt0119217,tt1024648,tt0840361"
nm0000256,Jenny Agutter,1952,\N,"actress,soundtrack","tt0067959,tt0082010,tt0848228,tt0074812"
nm0000257,Alan Alda,1936,\N,"actor,miscellaneous,soundtrack","tt0082405,tt0068098,tt7653254,tt0097123"
nm0000258,Stephanie Zimbalist,1956,\N,"actress,writer","tt0076993,tt0083470,tt0099225,tt0080402"
nm0000259,Ginger Lynn,1962,\N,"actress,director,writer","tt0210365,tt0087562,tt0134898,tt0395584"
nm0000260,Joan Allen,1956,\N,"actress,soundtrack,producer","tt0113987,tt0452608,tt0115988,tt3170832"
nm0000261,Karen Allen,1951,\N,"actress,soundtrack,director","tt0082971,tt0088172,tt0077975,tt0367882"
nm0000262,Nancy Allen,1950,\N,"actress,soundtrack","tt0093870,tt0100502,tt0107978,tt0080661"
nm0000263,Kirstie Alley,1951,2022,"actress,producer,writer","tt0157503,tt0097778,tt0084726,tt0114852"
nm0000264,Pedro Almodóvar,1949,\N,"writer,director,soundtrack","tt1189073,tt0287467,tt0095675,tt0101026"
nm0000265,Robert Altman,1925,2006,"director,producer,writer","tt0108122,tt0280707,tt0073440,tt0105151"
nm0000266,Ursula Andress,1936,\N,"actress,soundtrack","tt0055928,tt0060177,tt0082186,tt0061452"
nm0000267,Julie Andrews,1935,\N,"actress,soundtrack,writer","tt0247638,tt0084865,tt0059742,tt0058331"
nm0000268,Ann-Margret,1941,\N,"actress,soundtrack","tt0060646,tt0107050,tt0056891,tt0066892"
nm0000269,Jean-Jacques Annaud,1943,\N,"director,producer,writer","tt0215750,tt0120102,tt2909116,tt0091605"
nm0000270,Gabrielle Anwar,1970,\N,"actress,producer,soundtrack","tt0108333,tt0810788,tt0114660,tt0105323"
nm0000271,Anne Archer,1947,\N,"actress,producer,soundtrack","tt0108122,tt0160009,tt0105112,tt0093010"
nm0000272,Fanny Ardant,1949,\N,"actress,director,writer","tt0127536,tt0348853,tt0283832,tt0086551"
nm0000273,Alan Arkin,1934,2023,"actor,soundtrack,director","tt0099487,tt0104348,tt0449059,tt1024648"
nm0000274,David Arquette,1971,\N,"producer,actor,director","tt0134084,tt0271367,tt0151738,tt0120082"
nm0000275,Rosanna Arquette,1959,\N,"actress,producer,director","tt0088680,tt0089017,tt0110912,tt0190138"
nm0000276,Sean Astin,1971,\N,"actor,producer,director","tt0120737,tt0089218,tt0167261,tt0167260"
nm0000277,Richard Attenborough,1923,2014,"actor,producer,director","tt0057115,tt0107290,tt0119567,tt0083987"
nm0000278,Pernilla August,1958,\N,"actress,director,writer","tt0115164,tt0104350,tt0121765,tt0120915"
nm0000279,Hank Azaria,1964,\N,"actor,soundtrack,producer","tt0132347,tt0115685,tt1839481,tt0096697"
nm0000280,Catherine Bach,1954,\N,"actress,soundtrack","tt0072288,tt0078607,tt1414382,tt0119025"
nm0000281,Scott Baio,1960,\N,"actor,director,producer","tt0070992,tt0270846,tt0367279,tt0281680"
nm0000282,Scott Bairstow,1970,\N,actor,"tt0182587,tt0283084,tt0119925,tt0120512"
nm0000283,Brenda Bakke,1963,\N,actress,"tt0107144,tt0114608,tt0119488,tt0114781"
nm0000284,Adam Baldwin,1962,\N,"actor,soundtrack","tt0187393,tt0093058,tt0379786,tt0116629"
nm0000285,Alec Baldwin,1958,\N,"actor,producer,soundtrack","tt0407887,tt1230414,tt0104348,tt0318374"
nm0000286,Stephen Baldwin,1966,\N,"actor,producer,director","tt0486583,tt0158622,tt0115683,tt0114814"
nm0000287,William Baldwin,1963,\N,"actor,producer,stunts","tt0108162,tt0113010,tt0367089,tt0101393"
nm0000288,Christian Bale,1974,\N,"actor,producer,soundtrack","tt0144084,tt1800241,tt0372784,tt0468569"
nm0000289,Ellen Barkin,1954,\N,"actress,producer","tt0116277,tt0086856,tt0157503,tt0108330"
nm0000290,John Barry,1933,2011,"music_department,soundtrack,composer","tt0089755,tt0099348,tt0081534,tt0093428"
nm0000291,Angela Bassett,1958,\N,"actress,producer,director","tt0114558,tt0118884,tt1825683,tt9114286"
nm0000292,Michelle Bauer,1958,\N,"actress,miscellaneous,costume_department","tt0103213,tt0094734,tt0094998,tt0098652"
nm0000293,Sean Bean,1959,\N,"actor,producer,animation_department","tt0120737,tt1181791,tt0944947,tt0167261"
nm0000294,Amanda Bearse,1958,\N,"actress,director,producer","tt9731598,tt0247121,tt0092400,tt0089175"
nm0000295,Kate Beckinsale,1973,\N,"actress,producer,soundtrack","tt0401855,tt3068194,tt0338526,tt0320691"
nm0000296,Robert Beltran,1953,\N,"actor,soundtrack","tt0113987,tt0087799,tt0101516,tt0112178"
nm0000297,Tom Berenger,1949,\N,"actor,producer,writer","tt1375666,tt0085244,tt0091763,tt0097815"
nm0000298,Candice Bergen,1946,\N,"actress,producer,soundtrack","tt0212346,tt0094514,tt0901476,tt0256415"
nm0000299,Michael Biehn,1956,\N,"actor,producer,director","tt0090605,tt0117500,tt0088247,tt0096754"
nm0000300,Juliette Binoche,1964,\N,"actress,art_department,miscellaneous","tt1219827,tt2452254,tt0116209,tt1020773"
nm0000301,Thora Birch,1982,\N,"actress,producer,director","tt0162346,tt0105112,tt0169547,tt0107120"
nm0000302,Jacqueline Bisset,1944,\N,"actress,soundtrack,producer","tt0421054,tt0062765,tt0071877,tt0088322"
nm0000303,Honor Blackman,1925,2020,"actress,soundtrack","tt0243155,tt0057197,tt0054518,tt0058150"
nm0000304,Linda Blair,1959,\N,"actress,soundtrack,producer","tt0076009,tt0088044,tt0089964,tt0070047"
nm0000305,Mel Blanc,1908,1989,"actor,soundtrack,music_department","tt0077278,tt0096438,tt0094939,tt0078915"
nm0000306,Brian Blessed,1936,\N,"actor,soundtrack,director","tt0120855,tt0107616,tt0120915,tt0080745"
nm0000307,Helena Bonham Carter,1966,\N,"actress,soundtrack,director","tt0137523,tt0408236,tt1504320,tt1707386"
nm0000308,Ernest Borgnine,1917,2012,"actor,soundtrack,producer","tt0086662,tt0048356,tt0082340,tt0069113"
nm0000309,David Bowie,1947,2016,"music_artist,soundtrack,actor","tt0196229,tt0482571,tt0074851,tt0091369"
nm0000310,Bruce Boxleitner,1950,\N,"actor,soundtrack,producer","tt0084827,tt0105946,tt0871427,tt1104001"
nm0000311,Annie Rosar,1888,1963,"actress,soundtrack","tt0034800,tt0041552,tt0034396,tt0052996"
nm0000312,Amy Brenneman,1964,\N,"actress,producer,writer","tt0209069,tt0116040,tt0116287,tt0113277"
nm0000313,Jeff Bridges,1949,\N,"actor,soundtrack,producer","tt0088172,tt0118715,tt1263670,tt1403865"
nm0000314,Charles Bronson,1921,2003,actor,"tt0064116,tt0054047,tt0057115,tt0071402"
nm0000315,Louise Brooks,1906,1985,"actress,soundtrack","tt0018737,tt0021273,tt0021917,tt0017382"
nm0000316,Mel Brooks,1926,\N,"actor,writer,soundtrack","tt0094012,tt0395251,tt0082517,tt0071230"
nm0000317,Clancy Brown,1959,\N,"actor,soundtrack,producer","tt0409847,tt0120201,tt2279373,tt0111161"
nm0000318,Tim Burton,1958,\N,"producer,miscellaneous,director","tt1142977,tt0408236,tt0099487,tt0121164"
nm0000319,Yancy Butler,1970,\N,"actress,producer","tt0274298,tt1650554,tt0107076,tt1250777"
nm0000320,Luis Buñuel,1900,1983,"writer,director,actor","tt0061395,tt0068361,tt0056732,tt0055601"
nm0000321,Gabriel Byrne,1950,\N,"actor,producer,writer","tt0145531,tt0114814,tt0146675,tt7784604"
nm0000322,Emmanuelle Béart,1963,\N,"actress,soundtrack","tt0109731,tt0283832,tt0117060,tt0113947"
nm0000323,Michael Caine,1933,\N,"actor,producer,soundtrack","tt0482571,tt0468569,tt0124315,tt0258068"
nm0000324,Barbara Carrera,1945,\N,"actress,soundtrack","tt0076210,tt0085862,tt0084112,tt0086006"
nm0000325,David Caruso,1956,\N,"actor,producer","tt0261983,tt0083944,tt0099939,tt0228750"
nm0000326,Kim Cattrall,1956,\N,"actress,producer,soundtrack","tt1000774,tt0102975,tt0159206,tt1261945"
nm0000327,Lacey Chabert,1982,\N,"actress,producer,soundtrack","tt0377092,tt0120738,tt0277371,tt0454082"
nm0000328,Richard Chamberlain,1934,\N,"actor,soundtrack,producer","tt0073012,tt0076299,tt0085101,tt0072308"
nm0000329,Jackie Chan,1954,\N,"producer,actor,stunts","tt0089374,tt0127357,tt0120812,tt0266915"
nm0000330,Stockard Channing,1944,\N,"actress,soundtrack","tt0198021,tt0077631,tt0108149,tt0120791"
nm0000331,Chevy Chase,1943,\N,"actor,writer,soundtrack","tt0092086,tt0085995,tt0080487,tt0104850"
nm0000332,Don Cheadle,1964,\N,"actor,producer,soundtrack","tt0375679,tt1540133,tt0395169,tt0790770"
nm0000333,Cher,1946,\N,"music_artist,soundtrack,actress","tt1126591,tt0093565,tt0100140,tt0089560"
nm0000334,Chow Yun-Fat,1955,\N,"actor,writer,soundtrack","tt0473444,tt1098327,tt0120008,tt0190332"
nm0000335,Glenn Close,1947,\N,"actress,soundtrack,producer","tt2015381,tt0094947,tt0093010,tt3750872"
nm0000336,James Coburn,1928,2002,"actor,producer,director","tt0118564,tt0057115,tt0054047,tt0056923"
nm0000337,Rachael Leigh Cook,1979,\N,"actress,producer,writer","tt0160862,tt5659816,tt11100856,tt0331811"
nm0000338,Francis Ford Coppola,1939,\N,"producer,director,writer","tt0078788,tt0071360,tt0071562,tt0068646"
nm0000339,Roger Corman,1926,\N,"producer,director,actor","tt0061189,tt0099612,tt0102926,tt0091419"
nm0000340,Cindy Crawford,1966,\N,"actress,soundtrack,producer","tt0113010,tt0120577,tt0186549,tt1441109"
nm0000341,Michael Crichton,1942,2008,"writer,producer,director","tt0117998,tt0108757,tt0070909,tt0107290"
nm0000342,James Cromwell,1940,\N,"actor,producer,soundtrack","tt0119488,tt0117731,tt0120689,tt0144214"
nm0000343,David Cronenberg,1943,\N,"actor,director,writer","tt0094964,tt0120907,tt0115964,tt0091064"
nm0000344,Denise Crosby,\N,\N,"actress,producer","tt0098084,tt0104119,tt0097889,tt0120647"
nm0000345,Billy Crystal,1948,\N,"actor,writer,producer","tt0122933,tt0113097,tt0101587,tt0098635"
nm0000346,Macaulay Culkin,1980,\N,"actor,producer,director","tt0107034,tt0099785,tt0102492,tt0104431"
nm0000347,Tim Curry,1946,\N,"actor,soundtrack,producer","tt0088930,tt0073629,tt0112715,tt0117110"
nm0000348,Tony Curtis,1925,2010,"actor,producer,soundtrack","tt0066701,tt0053291,tt0054331,tt0051036"
nm0000349,Joan Cusack,1962,\N,"actress,soundtrack,writer","tt0096463,tt1659337,tt0119360,tt0119229"
nm0000350,Beverly D'Angelo,1951,\N,"actress,soundtrack,producer","tt0085995,tt0097958,tt0120434,tt0120586"
nm0000351,Donna D'Errico,1968,\N,"actress,director,producer","tt4459134,tt12861508,tt7235466,tt4270458"
nm0000352,Vincent D'Onofrio,1959,\N,"actor,producer,soundtrack","tt0093058,tt0209958,tt0109707,tt0119654"
nm0000353,Willem Dafoe,1955,\N,"actor,soundtrack,producer","tt7984734,tt6938828,tt5649144,tt0145487"
nm0000354,Matt Damon,1970,\N,"producer,actor,soundtrack","tt0119217,tt3659388,tt0407887,tt0134119"
nm0000355,Anthony Daniels,1946,\N,"actor,producer,writer","tt2488496,tt2527336,tt0080684,tt0076759"
nm0000356,Sybil Danning,\N,\N,"actress,producer,writer","tt0080421,tt0072281,tt0373883,tt0085672"
nm0000357,Lolita Davidovich,1961,\N,actress,"tt0096943,tt0092513,tt0110146,tt0329717"
nm0000358,Daniel Day-Lewis,1957,\N,"actor,music_department,soundtrack","tt0469494,tt0443272,tt0217505,tt0104691"
nm0000359,Olivier De Funès,1949,\N,"actor,writer,soundtrack","tt0065848,tt0064425,tt0060475,tt0250077"
nm0000360,Rebecca De Mornay,1959,\N,"actress,soundtrack,producer","tt0396269,tt0089941,tt0086200,tt0104389"
nm0000361,Brian De Palma,1940,\N,"director,writer,producer","tt0080661,tt0094226,tt0120832,tt0086984"
nm0000362,Danny DeVito,1944,\N,"actor,producer,director","tt0098621,tt0119488,tt0117008,tt0103776"
nm0000363,Loren Dean,1969,\N,"actor,soundtrack","tt0112384,tt7959026,tt0119177,tt2935510"
nm0000364,Sandra Dee,1942,2005,"actress,soundtrack","tt0054759,tt0056093,tt0052847,tt0052918"
nm0000365,Julie Delpy,1969,\N,"actress,writer,producer","tt0111507,tt0112471,tt0381681,tt0841044"
nm0000366,Catherine Deneuve,1943,\N,"actress,soundtrack,producer","tt0059646,tt0061395,tt0168629,tt0283832"
nm0000367,Gérard Depardieu,1948,\N,"actor,producer,soundtrack","tt0099699,tt0099334,tt0103594,tt0120744"
nm0000368,Laura Dern,1967,\N,"actress,producer,writer","tt7653254,tt2305051,tt0107290,tt0090756"
nm0000369,Matt Dillon,1964,\N,"actor,director,producer","tt0097240,tt0129387,tt0375679,tt4003440"
nm0000370,Walt Disney,1901,1966,"producer,actor,miscellaneous","tt0058331,tt0048280,tt0034492,tt0029583"
nm0000371,Ami Dolenz,1969,\N,"actress,producer,miscellaneous","tt0107949,tt0092718,tt0056758,tt0110913"
nm0000372,Amanda Donohoe,1962,\N,"actress,producer","tt0110428,tt0090466,tt0119528,tt0095488"
nm0000373,Michael Dorn,1952,\N,"actor,director,soundtrack","tt0111280,tt0117731,tt0120844,tt0102975"
nm0000374,Brad Dourif,1950,\N,actor,"tt0073486,tt0095647,tt0099528,tt0167261"
nm0000375,Robert Downey Jr.,1965,\N,"actor,producer,soundtrack","tt0988045,tt0371746,tt1300854,tt4154796"
nm0000376,Fran Drescher,1957,\N,"writer,actress,producer","tt0118691,tt0098546,tt0106080,tt0837562"
nm0000377,Richard Dreyfuss,1947,\N,"actor,producer,soundtrack","tt0076095,tt0075860,tt0113862,tt0073195"
nm0000378,Minnie Driver,1970,\N,"actress,soundtrack,producer","tt0119217,tt5592146,tt0496343,tt0112679"
nm0000379,Kirsten Dunst,1982,\N,"actress,producer,soundtrack","tt0145487,tt1527186,tt0110367,tt0110148"
nm0000380,Robert Duvall,1931,\N,"actor,producer,soundtrack","tt0316356,tt0086423,tt0118632,tt1872194"
nm0000381,Anthony Edwards,1962,\N,"actor,producer,director","tt0108757,tt0088000,tt0443706,tt0092099"
nm0000382,Atom Egoyan,1960,\N,"director,writer,producer","tt1352824,tt0120255,tt0273435,tt2326612"
nm0000383,Jennifer Ehle,1969,\N,actress,"tt0112130,tt4919484,tt2392830,tt1790885"
nm0000384,Danny Elfman,1953,\N,"music_department,soundtrack,composer","tt0121164,tt0367594,tt0107688,tt0119654"
nm0000385,Sam Elliott,1944,\N,"actor,producer,soundtrack","tt1517451,tt0286716,tt0098206,tt5655222"
nm0000386,Roland Emmerich,1955,\N,"writer,producer,director","tt0116629,tt0319262,tt1628841,tt0120685"
nm0000387,Robert Englund,1947,\N,"actor,miscellaneous,soundtrack","tt0329101,tt0093629,tt0087800,tt0095742"
nm0000388,R. Lee Ermey,1944,2018,"actor,miscellaneous,producer","tt0093058,tt0324216,tt0095647,tt0114369"
nm0000389,Emilio Estevez,1962,\N,"actor,director,producer","tt0100994,tt0308055,tt1441912,tt3294746"
nm0000390,Joe Eszterhas,1944,\N,"writer,producer,miscellaneous","tt0114436,tt0118577,tt0108162,tt0103772"
nm0000391,Rupert Everett,1959,\N,"actor,soundtrack,producer","tt2404639,tt0119738,tt0122541,tt0109592"
nm0000392,Morgan Fairchild,1950,\N,"actress,soundtrack,producer","tt1754944,tt0081858,tt0084652,tt0108778"
nm0000393,Peter Falk,1927,2011,"actor,producer,soundtrack","tt1466074,tt0074937,tt0093779,tt0281322"
nm0000394,Chris Farley,1964,1997,"actor,soundtrack,stunts","tt0118708,tt0114694,tt0115697,tt0106598"
nm0000395,Terry Farrell,1963,\N,"actress,soundtrack","tt0174378,tt0106145,tt0104409,tt0090685"
nm0000396,Farrah Fawcett,1947,2009,"actress,producer,soundtrack","tt0079285,tt0091024,tt0074812,tt0082136"
nm0000397,Corey Feldman,\N,\N,"actor,producer,soundtrack","tt0093437,tt0092005,tt0089218,tt0096734"
nm0000398,Sally Field,1946,\N,"actress,producer,soundtrack","tt0109830,tt0443272,tt0098384,tt0076729"
nm0000399,David Fincher,1962,\N,"producer,director,writer","tt0443706,tt1285016,tt2267998,tt0114369"
nm0000400,Linda Fiorentino,1958,\N,"actress,soundtrack","tt0110308,tt0120655,tt0119654,tt0088680"
nm0000401,Laurence Fishburne,1961,\N,"actor,producer,director","tt0234215,tt1598778,tt0133093,tt0327056"
nm0000402,Carrie Fisher,1956,2016,"actress,miscellaneous,soundtrack","tt0086190,tt0076759,tt0080684,tt2527336"
nm0000403,Bridget Fonda,1964,\N,"actress,soundtrack","tt0105414,tt0120324,tt0139414,tt0107843"
nm0000404,Jane Fonda,1937,\N,"actress,producer,soundtrack","tt3312830,tt0077362,tt0067309,tt0062711"
nm0000405,Michelle Forbes,1965,\N,actress,"tt0107302,tt1951266,tt0116225,tt0844441"
nm0000406,John Ford,1894,1973,"director,producer,actor","tt0031971,tt0032551,tt0033729,tt0045061"
nm0000407,Vivica A. Fox,1964,\N,"actress,producer,director","tt0373474,tt0266697,tt0118688,tt0116629"
nm0000408,Jonathan Frakes,1952,\N,"actor,director,producer","tt0111280,tt0117731,tt0120844,tt0253754"
nm0000409,Brendan Fraser,1968,\N,"actor,producer,soundtrack","tt0120616,tt0375679,tt0209163,tt13833688"
nm0000410,Stephen Fry,1957,\N,"actor,writer,producer","tt0280707,tt0434409,tt0371724,tt0120514"
nm0000411,Edward Furlong,1977,\N,"actor,producer,soundtrack","tt0120586,tt0103064,tt0165710,tt0990407"
nm0000412,Andy Garcia,1956,\N,"actor,producer,soundtrack","tt0240772,tt0349903,tt0343996,tt0099674"
nm0000413,Janeane Garofalo,1964,\N,"actress,writer,producer","tt0117979,tt0382932,tt0243655,tt0132347"
nm0000414,Teri Garr,1947,\N,"actress,soundtrack,miscellaneous","tt0084805,tt0075860,tt0072431,tt0085970"
nm0000415,Jami Gertz,1965,\N,"actress,producer,executive","tt0088128,tt0320970,tt0117998,tt0093437"
nm0000416,Terry Gilliam,1940,\N,"writer,actor,animation_department","tt0088846,tt1054606,tt0081633,tt0071853"
nm0000417,Crispin Glover,1964,\N,"actor,soundtrack,producer","tt1898069,tt0310357,tt0118141,tt0091860"
nm0000418,Danny Glover,1946,\N,"actor,producer,director","tt0097733,tt0122151,tt1190080,tt0093409"
nm0000419,Jean-Luc Godard,1930,2022,"director,writer,editor","tt0059592,tt0058898,tt0057869,tt0056663"
nm0000420,Valeria Golino,1965,\N,"actress,director,producer","tt0095953,tt8613070,tt0107144,tt0102059"
nm0000421,Cuba Gooding Jr.,1968,\N,"actor,soundtrack,writer","tt0316465,tt0203019,tt0116695,tt0101507"
nm0000422,John Goodman,1952,\N,"actor,soundtrack,producer","tt1907668,tt0101410,tt1024648,tt1179933"
nm0000423,Serena Grandi,1958,\N,actress,"tt0104123,tt0089271,tt2358891,tt0089598"
nm0000424,Hugh Grant,1960,\N,"actor,soundtrack","tt0276751,tt0109831,tt0314331,tt0125439"
nm0000425,Peter Greenaway,1942,\N,"director,writer,editor","tt0092929,tt0097108,tt0446750,tt1702429"
nm0000426,Jennifer Grey,1960,\N,"actress,producer,soundtrack","tt0091042,tt0092890,tt2013293,tt0087985"
nm0000427,Pam Grier,1949,\N,"actress,soundtrack,writer","tt0228333,tt0119396,tt0069897,tt0071517"
nm0000428,D.W. Griffith,1875,1948,"director,writer,producer","tt0010484,tt0009968,tt0006864,tt0004972"
nm0000429,Melanie Griffith,1957,\N,"actress,producer","tt0091983,tt0117107,tt0086984,tt0096463"
nm0000430,Steve Guttenberg,1958,\N,"actor,producer,soundtrack","tt0091949,tt0098966,tt0087928,tt0094137"
nm0000431,Taylor Hackford,1944,\N,"producer,director,writer","tt0084434,tt0109642,tt0350258,tt0106469"
nm0000432,Gene Hackman,1930,\N,"actor,soundtrack,producer","tt0105695,tt0095647,tt0265666,tt0067116"
nm0000433,Corey Haim,1971,2010,"actor,producer,soundtrack","tt0090021,tt0091445,tt0093437,tt0095519"
nm0000434,Mark Hamill,\N,\N,"actor,soundtrack,producer","tt2527336,tt0080684,tt0076759,tt0086190"
nm0000435,Daryl Hannah,1960,\N,"actress,producer,director","tt0378194,tt0088161,tt0083658,tt0094291"
nm0000436,Curtis Hanson,1945,2016,"director,producer,writer","tt0104389,tt0388125,tt0298203,tt0119488"
nm0000437,Woody Harrelson,1961,\N,"actor,producer,soundtrack","tt1156398,tt0110632,tt2356777,tt0117318"
nm0000438,Ed Harris,1950,\N,"actor,producer,director","tt0112384,tt0120382,tt0800308,tt0183659"
nm0000439,Neil Patrick Harris,1973,\N,"actor,producer,soundtrack","tt0120201,tt2267998,tt0460649,tt4834206"
nm0000440,Nina Hartley,1959,\N,"actress,director,producer","tt0189990,tt1282224,tt0118749,tt0167019"
nm0000441,Noah Hathaway,1971,\N,"actor,miscellaneous,producer","tt0076984,tt0092115,tt0077215,tt0088323"
